City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
732,Caravelas,BR,2020-11-08 22:20:04,-17.71,-39.25,74.89,85,100,6.6,
733,Komsomolskiy,UZ,2020-11-08 22:18:09,40.43,71.72,53.6,50,90,11.41,
734,Huilong,CN,2020-11-08 22:20:05,31.81,121.66,59.0,72,0,9.82,
735,Amapa,BR,2020-11-08 22:17:27,1.0,-52.0,80.73,71,69,5.17,
736,Mataura,NZ,2020-11-08 22:20:05,-46.19,168.86,54.0,77,98,8.01,
737,Nikolskoye,RU,2020-11-08 22:20:05,59.7,30.79,37.0,86,20,6.71,
738,Khatanga,RU,2020-11-08 22:20:05,71.97,102.5,9.75,91,100,18.45,
739,Saint George,US,2020-11-08 22:18:51,37.1,-113.58,46.4,65,96,8.05,
740,Huntsville,US,2020-11-08 22:17:57,34.73,-86.59,77.0,57,20,6.93,
741,Asau,RO,2020-11-08 22:20:06,46.43,26.4,43.0,100,75,2.24,
742,Bambous Virieux,MU,2020-11-08 22:20:06,-20.34,57.76,73.4,88,40,4.7,
743,Albany,US,2020-11-08 22:18:33,42.6,-73.97,62.01,56,0,1.66,
744,Aviles,ES,2020-11-08 22:18:03,43.55,-5.92,61.0,87,0,3.36,
745,Sao Filipe,CV,2020-11-08 22:19:34,14.9,-24.5,80.06,74,10,10.47,
746,Mount Isa,AU,2020-11-08 22:19:17,-20.73,139.5,80.6,13,0,5.82,
747,Mongomo,GQ,2020-11-08 22:20:07,1.63,11.31,67.95,98,89,2.39,
748,Lebu,CL,2020-11-08 22:19:27,-37.62,-73.65,54.79,81,0,19.19,
749,Kimberley,ZA,2020-11-08 22:20:07,-28.73,24.76,68.0,45,100,8.05,
750,Kpandae,GH,2020-11-08 22:20:07,8.47,-0.01,82.51,53,56,3.0,
751,Kurikka,FI,2020-11-08 22:20:08,62.62,22.42,33.01,85,75,2.24,
752,Nouadhibou,MR,2020-11-08 22:20:08,20.93,-17.03,73.4,56,0,17.22,
753,Caxias,PT,2020-11-08 22:20:08,38.7,-9.28,62.01,93,20,1.12,
754,Qui Nhon,VN,2020-11-08 22:20:08,13.77,109.23,76.66,86,100,22.26,
755,Trelew,AR,2020-11-08 22:16:30,-43.25,-65.31,76.82,38,97,23.58,
756,Njombe,TZ,2020-11-08 22:18:05,-9.33,34.77,60.42,92,100,9.42,
757,Victoria,HK,2020-11-08 22:17:39,22.29,114.16,73.99,44,77,1.01,
758,Meulaboh,ID,2020-11-08 22:20:09,4.14,96.13,75.94,88,99,3.83,
759,Cape Town,ZA,2020-11-08 22:20:09,-33.93,18.42,57.2,62,20,6.93,
760,Rio Gallegos,AR,2020-11-08 22:18:31,-51.62,-69.22,62.6,39,40,28.86,
761,Anchorage,US,2020-11-08 22:18:46,61.22,-149.9,32.0,92,90,9.71,
762,Port Alfred,ZA,2020-11-08 22:20:09,-33.59,26.89,64.74,79,93,12.08,
763,Vanimo,PG,2020-11-08 22:20:09,-2.67,141.3,80.71,77,87,4.97,
764,Lavrentiya,RU,2020-11-08 22:20:10,65.58,-171.0,26.76,94,75,6.62,
765,Avarua,CK,2020-11-08 22:17:36,-21.21,-159.78,77.0,73,91,5.82,
766,Bouloupari,NC,2020-11-08 22:20:10,-21.87,166.05,75.2,69,20,14.99,
767,Saint-Philippe,RE,2020-11-08 22:18:31,-21.36,55.77,73.4,73,0,3.36,
768,Show Low,US,2020-11-08 22:20:10,34.25,-110.03,46.4,45,20,24.16,
769,Klaksvik,FO,2020-11-08 22:20:10,62.23,-6.59,46.4,93,100,16.11,
770,Luderitz,NA,2020-11-08 22:20:10,-26.65,15.16,60.98,75,0,21.74,
771,Alvorada,BR,2020-11-08 22:20:11,-12.48,-49.12,85.28,47,78,5.41,
772,Ahipara,NZ,2020-11-08 22:18:55,-35.17,173.17,59.32,78,52,14.09,
773,Isangel,VU,2020-11-08 22:20:11,-19.55,169.27,77.0,94,90,15.48,
774,Salalah,OM,2020-11-08 22:20:11,17.02,54.09,77.0,78,0,3.36,
775,Dicabisagan,PH,2020-11-08 22:20:11,17.08,122.42,77.76,83,100,8.03,
776,Samoded,RU,2020-11-08 22:20:12,63.61,40.51,34.97,88,99,14.29,
777,Boralday,KZ,2020-11-08 22:20:12,43.36,76.86,44.6,62,90,11.18,
778,Mattru,SL,2020-11-08 22:20:12,7.62,-11.83,74.61,96,58,2.26,
779,Hithadhoo,MV,2020-11-08 22:20:12,-0.6,73.08,83.8,72,100,8.32,
780,Burnie,AU,2020-11-08 22:16:20,-41.07,145.92,54.82,76,80,9.33,
781,Aasiaat,GL,2020-11-08 22:20:12,68.71,-52.87,7.02,89,80,5.37,
782,Mayo,US,2020-11-08 22:20:12,38.89,-76.51,66.0,88,1,3.36,
783,Hilo,US,2020-11-08 22:20:13,19.73,-155.09,84.2,62,75,10.29,
784,Charters Towers,AU,2020-11-08 22:20:13,-20.1,146.27,74.86,62,85,17.07,
785,Thompson,CA,2020-11-08 22:18:54,55.74,-97.86,12.2,78,90,13.87,
786,Acapulco,MX,2020-11-08 22:17:22,16.86,-99.89,87.8,66,20,5.82,
787,Mahebourg,MU,2020-11-08 22:19:17,-20.41,57.7,73.4,88,40,4.7,
788,Ambovombe,MG,2020-11-08 22:20:13,-25.17,46.08,71.53,81,0,6.42,
789,Bethel,US,2020-11-08 22:20:13,41.37,-73.41,69.8,37,1,2.26,
790,Santa Maria,BR,2020-11-08 22:20:14,-29.68,-53.81,80.6,54,0,13.87,
791,Santa Cruz De Tenerife,ES,2020-11-08 22:20:14,28.47,-16.25,66.0,87,40,10.29,
792,Port Hawkesbury,CA,2020-11-08 22:20:14,45.62,-61.35,35.01,80,1,2.24,
793,Mahon,ES,2020-11-08 22:20:14,39.89,4.27,60.8,93,94,1.12,
794,Qaanaaq,GL,2020-11-08 22:20:14,77.48,-69.36,-7.17,72,77,11.12,
795,Honiara,SB,2020-11-08 22:15:15,-9.43,159.95,82.4,78,40,3.36,
796,Kapaa,US,2020-11-08 22:20:15,22.08,-159.32,81.0,69,40,11.41,
797,Ancud,CL,2020-11-08 22:20:15,-41.87,-73.82,68.0,49,2,12.75,
798,Porto Novo,BJ,2020-11-08 22:16:18,6.5,2.6,82.4,78,20,8.05,
799,Walvis Bay,NA,2020-11-08 22:18:33,-22.96,14.51,59.0,82,43,8.05,
800,Leningradskiy,RU,2020-11-08 22:18:58,69.38,178.42,18.7,96,100,2.3,
801,Ambulu,ID,2020-11-08 22:20:15,-8.35,113.61,75.96,85,100,3.71,
802,Katherine,AU,2020-11-08 22:20:16,-14.47,132.27,80.6,65,39,2.24,
803,Port Hedland,AU,2020-11-08 22:19:07,-20.32,118.57,68.0,82,0,6.93,
804,Misratah,LY,2020-11-08 22:20:16,32.38,15.09,68.56,63,3,7.56,
805,Diego De Almagro,CL,2020-11-08 22:20:16,-26.37,-70.05,73.98,25,0,8.88,
806,Kismayo,SO,2020-11-08 22:20:16,-0.36,42.55,79.84,80,79,6.15,
807,Carnarvon,AU,2020-11-08 22:18:40,-24.87,113.63,69.8,68,90,11.41,
808,Ilmenau,DE,2020-11-08 22:20:16,50.68,10.9,50.0,81,20,4.7,
809,Lasa,IT,2020-11-08 22:20:16,46.62,10.7,42.01,53,5,4.7,
810,Kishi,NG,2020-11-08 22:20:17,9.08,3.85,75.15,34,58,0.96,
811,Alyangula,AU,2020-11-08 22:20:17,-13.85,136.42,77.0,100,38,11.5,
812,Chokurdakh,RU,2020-11-08 22:20:17,70.63,147.92,-11.88,91,100,2.62,
813,Kavieng,PG,2020-11-08 22:20:17,-2.57,150.8,83.05,69,84,2.77,
814,Jiangkou,CN,2020-11-08 22:20:17,25.49,119.2,66.2,34,0,26.84,
815,College,US,2020-11-08 22:20:17,64.86,-147.8,35.6,74,90,6.93,
816,Vao,NC,2020-11-08 22:20:18,-22.67,167.48,71.22,79,44,19.19,
817,Tasiilaq,GL,2020-11-08 22:20:18,65.61,-37.64,30.13,98,100,29.71,
818,Nishihara,JP,2020-11-08 22:20:18,26.18,127.76,73.4,73,75,6.93,
819,Torbay,CA,2020-11-08 22:20:18,47.67,-52.73,36.0,59,75,5.82,
820,Hami,CN,2020-11-08 22:20:18,42.8,93.45,32.83,79,0,2.17,
821,Kavaratti,IN,2020-11-08 22:19:15,10.57,72.64,83.14,75,0,5.61,
822,Barguzin,RU,2020-11-08 22:20:19,53.62,109.62,33.21,92,100,0.69,
823,Cidreira,BR,2020-11-08 22:20:19,-30.18,-50.21,68.56,80,93,15.39,
824,Havre-Saint-Pierre,CA,2020-11-08 22:20:19,50.23,-63.6,23.0,85,75,4.45,
825,Severo-Kurilsk,RU,2020-11-08 22:16:17,50.68,156.12,35.74,82,100,9.98,
826,Batemans Bay,AU,2020-11-08 22:20:19,-35.72,150.18,64.99,74,16,1.01,
827,Broken Hill,AU,2020-11-08 22:20:19,-31.95,141.43,71.6,30,50,17.22,
828,Atuona,PF,2020-11-08 22:20:20,-9.8,-139.03,77.27,72,40,11.92,
829,Butaritari,KI,2020-11-08 22:20:20,3.07,172.79,81.34,65,71,7.38,
830,Tura,IN,2020-11-08 22:20:20,25.52,90.22,64.69,79,0,4.52,
831,Calabozo,VE,2020-11-08 22:20:20,8.92,-67.43,79.5,89,100,2.51,
832,Punta Alta,AR,2020-11-08 22:19:00,-38.88,-62.07,69.48,59,93,18.61,
833,Rawson,AR,2020-11-08 22:20:21,-43.3,-65.1,72.01,46,100,23.11,
834,Korla,CN,2020-11-08 22:18:42,41.76,86.15,35.28,70,0,1.74,
835,Almaznyy,RU,2020-11-08 22:20:21,48.04,40.05,48.2,93,40,11.18,
836,Jiangyou,CN,2020-11-08 22:20:21,31.77,104.72,59.05,70,73,1.03,
837,San Andres,CO,2020-11-08 22:17:21,12.58,-81.7,82.15,78,95,8.81,
838,Souillac,MU,2020-11-08 22:20:22,-20.52,57.52,73.4,88,40,4.7,
839,Humboldt,US,2020-11-08 22:20:22,40.67,-123.92,51.01,60,20,23.04,
840,Ribeira Grande,PT,2020-11-08 22:20:22,38.52,-28.7,57.2,67,75,5.82,
841,Port Elizabeth,ZA,2020-11-08 22:20:22,-33.92,25.57,59.0,93,40,10.29,
842,Yumen,CN,2020-11-08 22:15:32,40.28,97.2,35.83,54,0,11.52,
843,Mezen,RU,2020-11-08 22:20:23,65.85,44.24,33.76,93,73,9.17,
844,Coquimbo,CL,2020-11-08 22:16:37,-29.95,-71.34,62.6,67,20,14.99,
845,Mandalgovi,MN,2020-11-08 22:20:23,45.76,106.27,24.85,89,0,3.58,
846,Kuala Terengganu,MY,2020-11-08 22:20:23,5.33,103.14,77.0,94,40,3.36,
847,Kardla,EE,2020-11-08 22:20:23,59.0,22.75,39.99,73,14,3.0,
848,Prince Rupert,CA,2020-11-08 22:20:23,54.32,-130.32,41.0,56,90,2.24,
849,Kodiak,US,2020-11-08 22:18:18,57.79,-152.41,48.2,57,75,24.16,
850,Alice Springs,AU,2020-11-08 22:20:24,-23.7,133.88,73.4,20,20,3.36,
851,Barrow,US,2020-11-08 22:20:24,71.29,-156.79,15.8,85,90,19.46,
852,Rumphi,MW,2020-11-08 22:20:24,-11.02,33.86,73.06,55,13,7.43,
853,Boquira,BR,2020-11-08 22:20:24,-12.82,-42.73,74.1,70,14,4.14,
854,Namibe,AO,2020-11-08 22:20:24,-15.2,12.15,69.57,73,1,5.35,
855,Bad Gandersheim,DE,2020-11-08 22:20:25,51.87,10.03,46.99,86,87,3.67,
856,Sorong,ID,2020-11-08 22:20:25,-0.88,131.25,79.07,84,93,4.76,
857,Necochea,AR,2020-11-08 22:20:25,-38.55,-58.74,63.19,71,59,14.12,
858,Correntina,BR,2020-11-08 22:20:25,-13.34,-44.64,75.33,69,36,1.57,
859,Lata,PT,2020-11-08 22:19:13,40.16,-8.33,57.0,91,0,1.01,
860,Stornoway,GB,2020-11-08 22:20:25,58.21,-6.39,52.0,93,97,8.05,
861,Kruisfontein,ZA,2020-11-08 22:20:26,-34.0,24.73,57.0,95,100,1.99,
862,Manggar,ID,2020-11-08 22:20:26,-2.88,108.27,78.75,80,85,1.72,
863,Monrovia,LR,2020-11-08 22:20:26,6.3,-10.8,79.65,83,67,6.62,
864,Laguna,US,2020-11-08 22:15:52,38.42,-121.42,59.0,19,1,17.22,
865,Airai,TL,2020-11-08 22:16:57,-8.93,125.41,63.39,71,36,2.37,
866,Damghan,IR,2020-11-08 22:20:26,36.17,54.35,45.99,58,1,1.61,
867,Bluff,NZ,2020-11-08 22:18:25,-46.6,168.33,54.0,76,88,8.99,
868,Baytown,US,2020-11-08 22:20:27,29.74,-94.98,80.01,71,34,1.99,
869,Upernavik,GL,2020-11-08 22:20:27,72.79,-56.15,-4.61,75,0,8.32,
870,Marienburg,PL,2020-11-08 22:20:27,54.04,19.03,46.0,100,1,1.95,
871,Nanortalik,GL,2020-11-08 22:20:27,60.14,-45.24,31.44,95,100,13.51,
872,Esperance,AU,2020-11-08 22:20:27,-33.87,121.9,62.6,72,0,14.99,
873,Mananjary,MG,2020-11-08 22:20:28,-21.22,48.33,72.12,85,44,6.64,
874,Verkhniy Landekh,RU,2020-11-08 22:20:28,56.84,42.6,32.47,93,0,11.03,
875,Lakatoro,VU,2020-11-08 22:20:28,-16.1,167.42,82.4,78,75,2.24,
876,Ostrovnoy,RU,2020-11-08 22:16:25,68.05,39.51,35.73,91,100,18.37,
877,Lompoc,US,2020-11-08 22:17:29,34.64,-120.46,57.2,58,75,23.04,
878,Taksimo,RU,2020-11-08 22:20:28,56.34,114.88,7.84,91,100,1.74,
879,Nome,US,2020-11-08 22:20:28,64.5,-165.41,28.0,73,1,4.7,
880,Shimoda,JP,2020-11-08 22:20:29,34.67,138.95,54.0,72,13,4.9,
881,Harper,LR,2020-11-08 22:18:30,4.38,-7.72,78.78,85,49,8.19,
882,Can,TR,2020-11-08 22:20:29,40.03,27.05,59.0,67,0,16.11,
883,Kungurtug,RU,2020-11-08 22:20:29,50.6,97.52,23.95,91,0,2.71,
884,Balarampur,IN,2020-11-08 22:20:29,23.12,86.22,63.21,53,0,4.45,
885,Yarada,IN,2020-11-08 22:20:29,17.65,83.27,71.6,83,0,2.24,
886,Xuanhua,CN,2020-11-08 22:20:29,40.61,115.04,34.81,69,0,2.98,
887,Broome,US,2020-11-08 22:20:30,42.25,-75.83,64.4,34,1,4.7,
888,Akdepe,TM,2020-11-08 22:20:30,42.06,59.38,37.4,80,0,4.7,
889,Hay River,CA,2020-11-08 22:20:30,60.82,-115.8,26.6,58,0,10.29,
890,Vila Franca Do Campo,PT,2020-11-08 22:20:30,37.72,-25.43,55.4,82,20,2.24,
891,Wooster,US,2020-11-08 22:15:54,40.81,-81.94,73.4,38,1,4.7,
892,Dikson,RU,2020-11-08 22:20:30,73.51,80.55,2.98,94,98,12.01,
893,New Richmond,US,2020-11-08 22:19:35,45.12,-92.54,71.6,52,1,16.11,
894,Tarko-Sale,RU,2020-11-08 22:20:31,64.92,77.78,30.0,95,100,1.01,
895,Mahanoro,MG,2020-11-08 22:17:06,-19.9,48.8,71.47,86,20,2.28,
896,Abu Dhabi,AE,2020-11-08 22:20:19,24.47,54.37,80.6,74,0,4.7,
897,Sao Desiderio,BR,2020-11-08 22:20:31,-12.36,-44.97,76.33,69,6,3.22,
898,Cayenne,GF,2020-11-08 22:19:53,4.93,-52.33,82.4,78,0,9.17,
899,Saint-Joseph,RE,2020-11-08 22:20:31,-21.37,55.62,69.8,73,0,3.36,
900,Castro,BR,2020-11-08 22:16:08,-24.79,-50.01,72.46,51,55,5.88,
901,Stromness,GB,2020-11-08 22:20:32,58.97,-3.3,51.8,93,100,20.8,
902,Ishigaki,JP,2020-11-08 22:20:32,24.34,124.16,73.4,78,75,25.28,
903,Beira,MZ,2020-11-08 22:20:32,-19.84,34.84,78.8,88,0,10.29,
904,Nedjo,ET,2020-11-08 22:20:32,9.5,35.5,56.91,86,36,2.3,
905,Sundsvall,SE,2020-11-08 22:15:40,62.39,17.31,41.0,85,53,5.82,
906,Hasaki,JP,2020-11-08 22:18:54,35.73,140.83,50.0,76,75,1.12,
907,Longyearbyen,SJ,2020-11-08 22:16:30,78.22,15.64,26.6,79,75,9.17,
908,Fortuna,US,2020-11-08 22:15:58,40.6,-124.16,53.01,47,20,23.04,
909,Dickinson,US,2020-11-08 22:20:33,29.46,-95.05,78.01,86,14,8.41,
910,Konya,TR,2020-11-08 22:20:33,38.17,32.5,41.0,80,0,3.36,
911,The Valley,AI,2020-11-08 22:18:35,18.22,-63.06,84.2,78,20,13.87,
912,Cabo San Lucas,MX,2020-11-08 22:20:33,22.89,-109.91,86.0,58,5,16.11,
913,Oksfjord,NO,2020-11-08 22:20:34,70.24,22.35,35.6,74,100,18.34,
914,Xiamen,CN,2020-11-08 22:20:34,24.48,118.08,66.2,63,14,8.95,
915,Poum,NC,2020-11-08 22:19:50,-20.23,164.02,75.63,73,46,18.48,
916,Saldus,LV,2020-11-08 22:20:34,56.66,22.49,35.01,89,17,1.01,
917,Lagoa,PT,2020-11-08 22:20:34,39.05,-27.98,60.19,57,97,6.91,
918,Kirksville,US,2020-11-08 22:15:36,40.19,-92.58,72.0,60,20,20.8,
919,Griffith,US,2020-11-08 22:16:57,41.53,-87.42,75.2,56,75,10.29,
920,Jijiga,ET,2020-11-08 22:20:35,9.35,42.8,59.45,50,0,0.29,
921,San Patricio,US,2020-11-08 22:20:35,28.02,-97.52,80.6,69,40,18.34,
922,Champerico,GT,2020-11-08 22:20:35,14.3,-91.92,80.6,88,90,4.7,
923,Richards Bay,ZA,2020-11-08 22:20:35,-28.78,32.04,74.39,83,91,11.5,
924,Hamilton,US,2020-11-08 22:20:35,39.18,-84.53,75.2,41,1,6.93,
925,Bechem,GH,2020-11-08 22:20:35,7.09,-2.02,74.03,86,100,1.01,
926,Hargeysa,SO,2020-11-08 22:20:36,9.56,44.06,62.13,92,14,7.52,
927,Dukat,RU,2020-11-08 22:16:38,62.55,155.55,-10.43,89,93,4.27,
928,Yabrud,SY,2020-11-08 22:20:36,33.97,36.66,59.0,72,40,11.41,
929,Nakusp,CA,2020-11-08 22:20:36,50.25,-117.8,42.8,33,31,9.17,
930,Belmonte,BR,2020-11-08 22:20:36,-15.86,-38.88,77.0,78,20,9.17,
931,Kalianget,ID,2020-11-08 22:20:36,-7.05,113.93,81.59,74,93,4.5,
932,Yulara,AU,2020-11-08 22:19:04,-25.24,130.99,77.0,19,11,8.05,
933,Iqaluit,CA,2020-11-08 22:20:37,63.75,-68.51,21.2,85,90,8.05,
934,Luau,AO,2020-11-08 22:20:37,-10.71,22.22,66.15,90,64,2.82,
935,Pallasovka,RU,2020-11-08 22:20:07,50.05,46.88,48.31,78,85,19.04,
936,Mount Pleasant,US,2020-11-08 22:19:45,32.79,-79.86,75.0,83,75,13.87,
937,New Norfolk,AU,2020-11-08 22:20:37,-42.78,147.06,62.01,64,6,1.01,
938,Bilma,NE,2020-11-08 22:20:37,18.69,12.92,70.65,33,0,13.44,
939,Tautira,PF,2020-11-08 22:20:38,-17.73,-149.15,86.0,62,20,21.92,
940,Chokwe,MZ,2020-11-08 22:20:38,-24.53,32.98,85.77,42,0,9.86,
941,Kostomuksha,RU,2020-11-08 22:20:38,64.57,30.58,31.17,92,0,10.45,
942,Sid,RS,2020-11-08 22:20:38,45.13,19.23,43.0,100,90,3.36,
943,Chara,RU,2020-11-08 22:20:38,56.91,118.26,-5.24,80,69,0.56,
944,Geraldton,AU,2020-11-08 22:20:38,-28.77,114.6,68.0,68,90,9.17,
945,Surubim,BR,2020-11-08 22:20:38,-7.83,-35.75,78.8,65,20,14.99,
946,Yar-Sale,RU,2020-11-08 22:20:39,66.83,70.83,21.11,98,86,6.35,
947,Vitim,RU,2020-11-08 22:17:54,59.45,112.56,17.92,95,100,5.1,
948,Dhone,IN,2020-11-08 22:20:39,15.42,77.88,67.87,89,4,2.26,
949,Khandbari,NP,2020-11-08 22:20:39,27.37,87.2,59.76,47,0,2.8,
950,Vanderhoof,CA,2020-11-08 22:20:39,54.02,-124.02,32.97,74,1,2.19,
951,Bereda,ES,2020-11-08 22:20:39,43.27,-7.54,57.0,94,4,10.0,
952,Tateyama,JP,2020-11-08 22:20:40,34.98,139.87,55.99,30,78,7.0,
953,Noumea,NC,2020-11-08 22:20:40,-22.28,166.46,79.0,69,20,14.99,
954,Zaozhuang,CN,2020-11-08 22:20:40,34.86,117.55,43.88,52,23,3.24,
955,Maniitsoq,GL,2020-11-08 22:20:40,65.42,-52.9,16.21,79,0,18.3,
956,Khaga,IN,2020-11-08 22:20:40,25.78,81.12,64.6,29,0,3.38,
957,Tuatapere,NZ,2020-11-08 22:18:32,-46.13,167.68,54.0,76,96,8.99,
958,Mao,ES,2020-11-08 22:20:14,39.89,4.27,60.8,93,94,1.12,
959,Padang,ID,2020-11-08 22:19:12,-0.95,100.35,76.57,76,98,4.09,
960,Sahibganj,IN,2020-11-08 22:20:41,25.25,87.65,66.22,67,0,2.64,
961,Bagan,RU,2020-11-08 22:20:41,54.1,77.66,37.58,79,78,17.05,
962,Comodoro Rivadavia,AR,2020-11-08 22:20:41,-45.87,-67.5,73.4,31,0,13.87,
963,Nyurba,RU,2020-11-08 22:20:41,63.28,118.33,-2.97,90,10,4.45,
964,May Pen,JM,2020-11-08 22:20:41,17.96,-77.25,78.8,100,75,9.17,
965,Bonanza,NI,2020-11-08 22:20:42,14.03,-84.59,80.38,93,100,1.03,
966,Waingapu,ID,2020-11-08 22:20:42,-9.66,120.26,80.64,70,93,5.32,
967,Bidor,MY,2020-11-08 22:20:42,4.11,101.29,77.0,94,20,2.8,
968,Huancavelica,PE,2020-11-08 22:20:42,-12.77,-74.98,48.99,54,78,9.35,
969,Dhidhdhoo,MV,2020-11-08 22:18:15,6.88,73.1,82.99,76,71,9.08,
970,Figeac,FR,2020-11-08 22:20:43,44.75,1.92,53.6,81,0,6.93,
971,Coaldale,CA,2020-11-08 22:20:43,49.72,-112.62,17.01,92,90,31.09,
972,Znamenskoye,RU,2020-11-08 22:20:43,57.13,73.83,33.28,91,100,10.94,
973,Okha,RU,2020-11-08 22:20:43,53.57,142.95,23.34,96,98,23.22,
974,Alexandria,EG,2020-11-08 22:15:47,31.22,29.96,66.2,88,40,5.82,
975,Lixourion,GR,2020-11-08 22:20:44,38.2,20.43,62.15,64,0,4.94,
976,Sorland,NO,2020-11-08 22:20:44,67.67,12.69,42.8,75,75,23.04,
977,Touros,BR,2020-11-08 22:19:04,-5.2,-35.46,77.0,94,75,6.93,
978,Lashio,MM,2020-11-08 22:20:44,22.93,97.75,59.61,95,3,1.5,
979,Biltine,TD,2020-11-08 22:20:44,14.53,20.92,77.07,24,66,10.29,
980,Shenjiamen,CN,2020-11-08 22:20:44,29.96,122.3,59.16,66,0,17.34,
981,Cap-Aux-Meules,CA,2020-11-08 22:20:44,47.38,-61.86,32.0,77,25,2.24,
982,Kattivakkam,IN,2020-11-08 22:20:45,13.22,80.32,77.0,83,40,12.48,
983,Tandil,AR,2020-11-08 22:18:04,-37.32,-59.13,67.69,68,12,7.02,
984,Kyaukse,MM,2020-11-08 22:20:45,21.6,96.13,70.05,87,0,1.92,
985,Portland,US,2020-11-08 22:16:29,45.52,-122.68,48.99,49,40,4.7,
986,Camacha,PT,2020-11-08 22:18:59,33.08,-16.33,64.4,77,40,8.05,
987,Polunochnoye,RU,2020-11-08 22:20:45,60.87,60.42,27.68,98,100,5.32,
988,Fort-Shevchenko,KZ,2020-11-08 22:20:45,44.51,50.26,53.11,65,0,16.93,
989,Mokhsogollokh,RU,2020-11-08 22:20:46,61.47,128.92,-11.0,90,87,4.41,
990,Guiglo,CI,2020-11-08 22:20:46,6.55,-7.5,74.35,73,81,0.85,
991,Maceio,BR,2020-11-08 22:20:46,-9.67,-35.74,78.8,78,75,10.29,
992,Anadyr,RU,2020-11-08 22:20:46,64.75,177.48,15.8,92,75,6.71,
993,Otofuke,JP,2020-11-08 22:20:46,42.99,143.2,34.16,91,91,5.73,
994,Moche,PE,2020-11-08 22:20:46,-8.17,-79.01,65.23,77,53,9.19,
995,Alghero,IT,2020-11-08 22:20:47,40.56,8.32,55.99,100,4,3.36,
996,Norman Wells,CA,2020-11-08 22:20:47,65.28,-126.83,23.0,79,75,9.17,
997,Alofi,NU,2020-11-08 22:15:57,-19.06,-169.92,80.6,65,75,9.17,
998,Green River,US,2020-11-08 22:20:02,41.53,-109.47,35.6,59,90,19.46,
999,Husavik,IS,2020-11-08 22:20:47,66.04,-17.34,28.4,86,0,8.05,
1000,Cabedelo,BR,2020-11-08 22:20:47,-6.98,-34.83,78.8,83,20,8.05,
1001,Berdigestyakh,RU,2020-11-08 22:20:48,62.1,126.7,-9.69,90,98,4.03,
1002,Ilulissat,GL,2020-11-08 22:20:48,69.22,-51.1,14.0,56,100,20.8,
1003,Tessalit,ML,2020-11-08 22:20:48,20.2,1.01,72.93,24,39,10.18,
1004,Huarmey,PE,2020-11-08 22:20:49,-10.07,-78.15,66.78,70,3,8.34,
1005,Struthers,US,2020-11-08 22:20:49,41.05,-80.61,69.8,37,1,3.09,
1006,Tiksi,RU,2020-11-08 22:18:43,71.69,128.87,-9.0,91,39,3.71,
1007,Aleksandrovskaya,RU,2020-11-08 22:20:49,43.48,43.65,41.0,65,0,4.47,
1008,Birao,CF,2020-11-08 22:20:49,10.28,22.79,75.67,34,86,3.56,
1009,Guerrero Negro,MX,2020-11-08 22:19:04,27.98,-114.06,68.2,48,7,15.17,
1010,Dzilam Gonzalez,MX,2020-11-08 22:20:50,21.28,-88.93,80.01,75,21,9.51,
1011,Escarcega,MX,2020-11-08 22:20:50,18.61,-90.75,82.35,65,94,6.96,
1012,Mogadishu,SO,2020-11-08 22:20:50,2.04,45.34,79.07,81,2,10.0,
1013,Ojinaga,MX,2020-11-08 22:20:50,29.57,-104.42,86.0,22,1,12.75,
1014,Kalmunai,LK,2020-11-08 22:20:51,7.42,81.82,80.58,81,92,7.16,
1015,Moose Jaw,CA,2020-11-08 22:20:00,50.4,-105.53,19.4,92,100,10.29,
1016,Vardo,NO,2020-11-08 22:16:59,70.37,31.11,33.8,80,0,27.51,
1017,Cururupu,BR,2020-11-08 22:20:51,-1.83,-44.87,77.49,87,64,3.2,
1018,Chuy,UY,2020-11-08 22:20:52,-33.7,-53.46,61.88,81,0,7.9,
1019,Ukiah,US,2020-11-08 22:18:55,39.15,-123.21,57.2,19,40,11.41,
1020,Kathu,TH,2020-11-08 22:20:52,7.92,98.33,82.99,100,75,2.24,
1021,Saldanha,ZA,2020-11-08 22:20:52,-33.01,17.94,55.4,82,11,1.12,
1022,Treinta Y Tres,UY,2020-11-08 22:20:52,-33.23,-54.38,62.91,80,26,10.29,
1023,Mount Gambier,AU,2020-11-08 22:20:53,-37.83,140.77,57.2,76,77,6.93,
1024,Konstantinovka,RU,2020-11-08 22:20:53,49.62,127.98,8.2,91,0,5.86,
1025,Srednekolymsk,RU,2020-11-08 22:20:53,67.45,153.68,-5.13,92,90,5.26,
1026,Maur,IN,2020-11-08 22:20:53,30.08,75.25,60.8,29,0,1.61,
1027,Grand Gaube,MU,2020-11-08 22:20:53,-20.01,57.66,72.0,82,0,3.0,
1028,Christchurch,NZ,2020-11-08 22:20:53,-43.53,172.63,55.0,66,25,6.93,
1029,Telenesti,MD,2020-11-08 22:20:54,47.5,28.37,39.99,100,90,3.36,
1030,Tahta,EG,2020-11-08 22:20:54,26.77,31.5,66.2,45,0,8.05,
1031,Leninogorsk,RU,2020-11-08 22:20:54,54.6,52.46,32.13,96,35,11.79,
1032,Bondo,CD,2020-11-08 22:20:54,3.81,23.69,70.39,83,54,2.46,
1033,Chino Valley,US,2020-11-08 22:16:32,34.76,-112.45,45.0,86,75,17.22,
