City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
2623,Cukai,MY,75.2,heavy intensity rain,4.25,103.42,OYO 90038 Dalyla Inn Chalet
2629,Bubaque,GW,83.35,scattered clouds,11.28,-15.83,"Casa Dora, Bubaque"
2630,Salvador,SV,77.0,scattered clouds,13.83,-88.92,Chico's Ranch
2632,Barahona,DO,76.17,light rain,18.21,-71.1,Hotel Caribe
2636,Luganville,VU,82.4,broken clouds,-15.53,167.17,The Espiritu Hotel
2638,Cilegon,ID,86.0,few clouds,-6.02,106.05,Forbis Hotel
2639,Tual,ID,84.04,overcast clouds,-5.67,132.75,Grand Vilia Hotel
2641,Santo Antonio Do Ica,BR,75.6,broken clouds,-3.1,-67.94,Hotel Fogaça
2642,Sakaraha,MG,75.52,clear sky,-22.9,44.53,Le Relais
2644,Mataram,ID,86.0,broken clouds,-8.58,116.12,Hotel Santika Mataram
2649,Emerald,AU,78.8,broken clouds,-23.53,148.17,The Irish Village
2652,Anito,PH,85.37,broken clouds,12.45,125.29,The Yellow House
2655,Inhambane,MZ,76.42,clear sky,-23.86,35.38,Oceano
2658,Intipuca,SV,75.11,broken clouds,13.2,-88.05,hotel familiar Fco
2664,Olinda,BR,77.0,broken clouds,-8.01,-34.86,Hotel 5 Sóis
2670,Mlonggo,ID,84.2,haze,-6.53,110.7,Asia Metal Art
2673,Kanniyakumari,IN,79.99,scattered clouds,8.08,77.57,Sparsa
2675,Trincomalee,LK,82.15,moderate rain,8.57,81.23,Welcombe Hotel
2686,Kintampo,GH,76.6,broken clouds,8.06,-1.73,Adomaa Memorial Hotel
2687,Lethem,GY,75.67,light rain,3.38,-59.8,Savannah Inn
2691,Majene,ID,84.34,few clouds,-3.54,118.97,Kost Putri RABBANI
2697,Adrar,MR,79.23,clear sky,20.5,-10.07,
2702,Camocim,BR,80.67,scattered clouds,-2.9,-40.84,Hotel Ilha do Amor
2705,Grand-Lahou,CI,78.67,light rain,5.14,-5.02,Hotel Beatitude de Grand Lahou
2710,Kahului,US,87.8,few clouds,20.89,-156.47,Maui Seaside Hotel
2711,Mareeba,AU,87.8,few clouds,-17.0,145.43,Trinity Plains Tourist Park
2717,Sola,VU,81.14,overcast clouds,-13.88,167.55,Ulkel Guest House
2722,Makakilo City,US,87.8,few clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
2723,Dingle,PH,84.56,clear sky,11.0,122.67,SEGAYA PROPERTY
2725,Samana,DO,76.66,overcast clouds,19.21,-69.34,The Bannister - Hotel & Yacht Club
2727,Palu,ID,89.08,broken clouds,-0.89,119.87,Hotel Santika Palu
2732,Manali,IN,77.0,mist,13.17,80.27,Sarathy Lodge
2735,Bouna,CI,75.94,clear sky,9.27,-3.0,Hotel Reserve
2737,Leopold,AU,78.8,broken clouds,-38.18,144.47,Avila Vista
2739,Bandarbeyla,SO,77.07,few clouds,9.49,50.81,REER XOOSHLE GROUP
2741,Maraba,BR,77.13,few clouds,-5.37,-49.12,Hotel Del Principe
2743,Robertsport,LR,79.11,broken clouds,6.75,-11.37,Kwepunha Retreat
2744,Sao Jose Da Coroa Grande,BR,76.98,few clouds,-8.9,-35.15,Crôa Mares Hotel
2747,Pathein,MM,77.94,clear sky,16.78,94.73,Pathein Hotel
2749,Codrington,AU,75.88,scattered clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
2751,Araouane,ML,78.48,clear sky,18.9,-3.53,
2752,Porbandar,IN,77.58,clear sky,21.64,69.61,Lords Inn Porbandar
2753,Mosetse,BW,78.06,light rain,-20.75,26.65,
2754,Taungdwingyi,MM,76.69,clear sky,20.02,95.55,NayNaing MobileService
2755,Ixtapa,MX,80.6,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
2760,Ouallam,NE,76.05,broken clouds,14.32,2.09,
2761,Takoradi,GH,78.4,light rain,4.88,-1.76,Raybow International Hotel
2763,San Policarpo,PH,84.47,overcast clouds,12.18,125.51,Zal-Ann Beach Resort
